,enviro,observer,task,ori,offset,proportion_correct,date
384,lab,p1,spatial,minus45,7.14,0.8,28d9m2021y16h12m
385,lab,p1,spatial,plus45,10.71,0.6,28d9m2021y16h21m
386,lab,p1,spatial,plus45,10.71,0.9,28d9m2021y15h17m
387,lab,p1,spatial,plus45,10.71,0.8,28d9m2021y16h3m
388,lab,p1,spatial,plus45,10.71,0.7,28d9m2021y14h24m
389,lab,p1,spatial,plus45,10.71,0.8,28d9m2021y14h46m
390,lab,p1,spatial,plus45,14.29,0.8,28d9m2021y16h21m
391,lab,p1,spatial,plus45,14.29,0.9,28d9m2021y15h17m
392,lab,p1,spatial,plus45,14.29,0.9,28d9m2021y16h3m
393,lab,p1,spatial,plus45,14.29,1.0,28d9m2021y14h24m
394,lab,p1,spatial,plus45,14.29,0.8,28d9m2021y14h46m
395,lab,p1,spatial,plus45,17.86,1.0,28d9m2021y16h21m
396,lab,p1,spatial,plus45,17.86,1.0,28d9m2021y15h17m
397,lab,p1,spatial,plus45,17.86,0.9,28d9m2021y16h3m
398,lab,p1,spatial,plus45,17.86,1.0,28d9m2021y14h24m
399,lab,p1,spatial,plus45,17.86,1.0,28d9m2021y14h46m
400,lab,p1,spatial,plus45,21.43,0.9,28d9m2021y16h21m
401,lab,p1,spatial,plus45,21.43,1.0,28d9m2021y15h17m
402,lab,p1,spatial,plus45,21.43,1.0,28d9m2021y16h3m
403,lab,p1,spatial,plus45,21.43,1.0,28d9m2021y14h24m
404,lab,p1,spatial,plus45,21.43,0.8,28d9m2021y14h46m
405,lab,p1,spatial,plus45,25.0,1.0,28d9m2021y16h21m
406,lab,p1,spatial,plus45,25.0,0.9,28d9m2021y15h17m
407,lab,p1,spatial,plus45,25.0,1.0,28d9m2021y16h3m
408,lab,p1,spatial,plus45,25.0,0.9,28d9m2021y14h24m
409,lab,p1,spatial,plus45,25.0,1.0,28d9m2021y14h46m
410,lab,p1,spatial,plus45,3.57,0.6,28d9m2021y16h21m
411,lab,p1,spatial,plus45,3.57,0.4,28d9m2021y15h17m
412,lab,p1,spatial,plus45,3.57,0.7,28d9m2021y16h3m
413,lab,p1,spatial,plus45,3.57,0.7,28d9m2021y14h24m
414,lab,p1,spatial,plus45,3.57,0.5,28d9m2021y14h46m
415,lab,p1,spatial,plus45,7.14,0.7,28d9m2021y16h21m
416,lab,p1,spatial,plus45,7.14,0.7,28d9m2021y15h17m
417,lab,p1,spatial,plus45,7.14,0.5,28d9m2021y16h3m
418,lab,p1,spatial,plus45,7.14,0.6,28d9m2021y14h24m
419,lab,p1,spatial,plus45,7.14,0.6,28d9m2021y14h46m
420,lab,p1,spatial,cardinal,0.71,0.8,28d9m2021y15h45m
421,lab,p1,spatial,cardinal,0.71,0.7,28d9m2021y14h31m
422,lab,p1,spatial,cardinal,0.71,0.6,28d9m2021y14h44m
423,lab,p1,spatial,cardinal,0.71,0.8,28d9m2021y16h5m
424,lab,p1,spatial,cardinal,0.71,0.6,28d9m2021y14h13m
425,lab,p1,spatial,cardinal,0.71,0.3,28d9m2021y15h25m
426,lab,p1,spatial,cardinal,0.71,0.7,28d9m2021y15h19m
427,lab,p1,spatial,cardinal,0.71,0.4,28d9m2021y15h2m
428,lab,p1,spatial,cardinal,0.71,0.8,28d9m2021y16h28m
429,lab,p1,spatial,cardinal,0.71,0.7,28d9m2021y16h26m
430,lab,p1,spatial,cardinal,1.43,0.8,28d9m2021y15h45m
431,lab,p1,spatial,cardinal,1.43,0.8,28d9m2021y14h31m
432,lab,p1,spatial,cardinal,1.43,0.7,28d9m2021y14h44m
433,lab,p1,spatial,cardinal,1.43,0.8,28d9m2021y16h5m
434,lab,p1,spatial,cardinal,1.43,1.0,28d9m2021y14h13m
435,lab,p1,spatial,cardinal,1.43,0.6,28d9m2021y15h25m
436,lab,p1,spatial,cardinal,1.43,0.8,28d9m2021y15h19m
437,lab,p1,spatial,cardinal,1.43,0.7,28d9m2021y15h2m
438,lab,p1,spatial,cardinal,1.43,1.0,28d9m2021y16h28m
439,lab,p1,spatial,cardinal,1.43,0.3,28d9m2021y16h26m
440,lab,p1,spatial,cardinal,2.14,1.0,28d9m2021y15h45m
441,lab,p1,spatial,cardinal,2.14,0.7,28d9m2021y14h31m
442,lab,p1,spatial,cardinal,2.14,0.9,28d9m2021y14h44m
443,lab,p1,spatial,cardinal,2.14,1.0,28d9m2021y16h5m
444,lab,p1,spatial,cardinal,2.14,0.9,28d9m2021y14h13m
445,lab,p1,spatial,cardinal,2.14,0.8,28d9m2021y15h25m
446,lab,p1,spatial,cardinal,2.14,0.9,28d9m2021y15h19m
447,lab,p1,spatial,cardinal,2.14,0.7,28d9m2021y15h2m
448,lab,p1,spatial,cardinal,2.14,1.0,28d9m2021y16h28m
449,lab,p1,spatial,cardinal,2.14,0.8,28d9m2021y16h26m
450,lab,p1,spatial,cardinal,2.86,1.0,28d9m2021y15h45m
451,lab,p1,spatial,cardinal,2.86,1.0,28d9m2021y14h31m
452,lab,p1,spatial,cardinal,2.86,1.0,28d9m2021y14h44m
453,lab,p1,spatial,cardinal,2.86,1.0,28d9m2021y16h5m
454,lab,p1,spatial,cardinal,2.86,1.0,28d9m2021y14h13m
455,lab,p1,spatial,cardinal,2.86,0.9,28d9m2021y15h25m
456,lab,p1,spatial,cardinal,2.86,0.9,28d9m2021y15h19m
457,lab,p1,spatial,cardinal,2.86,0.9,28d9m2021y15h2m
458,lab,p1,spatial,cardinal,2.86,1.0,28d9m2021y16h28m
459,lab,p1,spatial,cardinal,2.86,0.7,28d9m2021y16h26m
460,lab,p1,spatial,cardinal,3.57,1.0,28d9m2021y15h45m
461,lab,p1,spatial,cardinal,3.57,1.0,28d9m2021y14h31m
462,lab,p1,spatial,cardinal,3.57,1.0,28d9m2021y14h44m
463,lab,p1,spatial,cardinal,3.57,1.0,28d9m2021y16h5m
464,lab,p1,spatial,cardinal,3.57,1.0,28d9m2021y14h13m
465,lab,p1,spatial,cardinal,3.57,1.0,28d9m2021y15h25m
466,lab,p1,spatial,cardinal,3.57,0.9,28d9m2021y15h19m
467,lab,p1,spatial,cardinal,3.57,0.9,28d9m2021y15h2m
468,lab,p1,spatial,cardinal,3.57,0.9,28d9m2021y16h28m
469,lab,p1,spatial,cardinal,3.57,1.0,28d9m2021y16h26m
470,lab,p1,spatial,cardinal,4.29,1.0,28d9m2021y15h45m
471,lab,p1,spatial,cardinal,4.29,1.0,28d9m2021y14h31m
472,lab,p1,spatial,cardinal,4.29,1.0,28d9m2021y14h44m
473,lab,p1,spatial,cardinal,4.29,1.0,28d9m2021y16h5m
474,lab,p1,spatial,cardinal,4.29,1.0,28d9m2021y14h13m
475,lab,p1,spatial,cardinal,4.29,0.8,28d9m2021y15h25m
476,lab,p1,spatial,cardinal,4.29,1.0,28d9m2021y15h19m
477,lab,p1,spatial,cardinal,4.29,1.0,28d9m2021y15h2m
478,lab,p1,spatial,cardinal,4.29,1.0,28d9m2021y16h28m
479,lab,p1,spatial,cardinal,4.29,1.0,28d9m2021y16h26m
480,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y15h45m
481,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y14h31m
482,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y14h44m
483,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y16h5m
484,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y14h13m
485,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y15h25m
486,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y15h19m
487,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y15h2m
488,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y16h28m
489,lab,p1,spatial,cardinal,5.0,1.0,28d9m2021y16h26m
490,lab,p1,spatial,oblique,10.71,0.6,28d9m2021y16h21m
491,lab,p1,spatial,oblique,10.71,0.8,28d9m2021y15h11m
492,lab,p1,spatial,oblique,10.71,0.9,28d9m2021y15h17m
493,lab,p1,spatial,oblique,10.71,1.0,28d9m2021y14h56m
494,lab,p1,spatial,oblique,10.71,0.8,28d9m2021y15h58m
495,lab,p1,spatial,oblique,10.71,0.8,28d9m2021y16h3m
496,lab,p1,spatial,oblique,10.71,0.9,28d9m2021y14h37m
497,lab,p1,spatial,oblique,10.71,0.9,28d9m2021y16h12m
498,lab,p1,spatial,oblique,10.71,0.7,28d9m2021y14h24m
499,lab,p1,spatial,oblique,10.71,0.8,28d9m2021y14h46m
500,lab,p1,spatial,oblique,14.29,0.8,28d9m2021y16h21m
501,lab,p1,spatial,oblique,14.29,0.8,28d9m2021y15h11m
502,lab,p1,spatial,oblique,14.29,0.9,28d9m2021y15h17m
503,lab,p1,spatial,oblique,14.29,0.8,28d9m2021y14h56m
504,lab,p1,spatial,oblique,14.29,0.9,28d9m2021y15h58m
505,lab,p1,spatial,oblique,14.29,0.9,28d9m2021y16h3m
506,lab,p1,spatial,oblique,14.29,1.0,28d9m2021y14h37m
507,lab,p1,spatial,oblique,14.29,0.8,28d9m2021y16h12m
508,lab,p1,spatial,oblique,14.29,1.0,28d9m2021y14h24m
509,lab,p1,spatial,oblique,14.29,0.8,28d9m2021y14h46m
510,lab,p1,spatial,oblique,17.86,1.0,28d9m2021y16h21m
511,lab,p1,spatial,oblique,17.86,1.0,28d9m2021y15h11m
512,lab,p1,spatial,oblique,17.86,1.0,28d9m2021y15h17m
513,lab,p1,spatial,oblique,17.86,1.0,28d9m2021y14h56m
514,lab,p1,spatial,oblique,17.86,0.9,28d9m2021y15h58m
515,lab,p1,spatial,oblique,17.86,0.9,28d9m2021y16h3m
516,lab,p1,spatial,oblique,17.86,1.0,28d9m2021y14h37m
517,lab,p1,spatial,oblique,17.86,1.0,28d9m2021y16h12m
518,lab,p1,spatial,oblique,17.86,1.0,28d9m2021y14h24m
519,lab,p1,spatial,oblique,17.86,1.0,28d9m2021y14h46m
520,lab,p1,spatial,oblique,21.43,0.9,28d9m2021y16h21m
521,lab,p1,spatial,oblique,21.43,1.0,28d9m2021y15h11m
522,lab,p1,spatial,oblique,21.43,1.0,28d9m2021y15h17m
523,lab,p1,spatial,oblique,21.43,1.0,28d9m2021y14h56m
524,lab,p1,spatial,oblique,21.43,0.9,28d9m2021y15h58m
525,lab,p1,spatial,oblique,21.43,1.0,28d9m2021y16h3m
526,lab,p1,spatial,oblique,21.43,1.0,28d9m2021y14h37m
527,lab,p1,spatial,oblique,21.43,1.0,28d9m2021y16h12m
528,lab,p1,spatial,oblique,21.43,1.0,28d9m2021y14h24m
529,lab,p1,spatial,oblique,21.43,0.8,28d9m2021y14h46m
530,lab,p1,spatial,oblique,25.0,1.0,28d9m2021y16h21m
531,lab,p1,spatial,oblique,25.0,1.0,28d9m2021y15h11m
532,lab,p1,spatial,oblique,25.0,0.9,28d9m2021y15h17m
533,lab,p1,spatial,oblique,25.0,1.0,28d9m2021y14h56m
534,lab,p1,spatial,oblique,25.0,1.0,28d9m2021y15h58m
535,lab,p1,spatial,oblique,25.0,1.0,28d9m2021y16h3m
536,lab,p1,spatial,oblique,25.0,1.0,28d9m2021y14h37m
537,lab,p1,spatial,oblique,25.0,1.0,28d9m2021y16h12m
538,lab,p1,spatial,oblique,25.0,0.9,28d9m2021y14h24m
539,lab,p1,spatial,oblique,25.0,1.0,28d9m2021y14h46m
540,lab,p1,spatial,oblique,3.57,0.6,28d9m2021y16h21m
541,lab,p1,spatial,oblique,3.57,0.6,28d9m2021y15h11m
542,lab,p1,spatial,oblique,3.57,0.4,28d9m2021y15h17m
543,lab,p1,spatial,oblique,3.57,0.3,28d9m2021y14h56m
544,lab,p1,spatial,oblique,3.57,0.4,28d9m2021y15h58m
545,lab,p1,spatial,oblique,3.57,0.7,28d9m2021y16h3m
546,lab,p1,spatial,oblique,3.57,0.7,28d9m2021y14h37m
547,lab,p1,spatial,oblique,3.57,0.5,28d9m2021y16h12m
548,lab,p1,spatial,oblique,3.57,0.7,28d9m2021y14h24m
549,lab,p1,spatial,oblique,3.57,0.5,28d9m2021y14h46m
550,lab,p1,spatial,oblique,7.14,0.7,28d9m2021y16h21m
551,lab,p1,spatial,oblique,7.14,0.6,28d9m2021y15h11m
552,lab,p1,spatial,oblique,7.14,0.7,28d9m2021y15h17m
553,lab,p1,spatial,oblique,7.14,0.6,28d9m2021y14h56m
554,lab,p1,spatial,oblique,7.14,0.8,28d9m2021y15h58m
555,lab,p1,spatial,oblique,7.14,0.5,28d9m2021y16h3m
556,lab,p1,spatial,oblique,7.14,0.7,28d9m2021y14h37m
557,lab,p1,spatial,oblique,7.14,0.8,28d9m2021y16h12m
558,lab,p1,spatial,oblique,7.14,0.6,28d9m2021y14h24m
559,lab,p1,spatial,oblique,7.14,0.6,28d9m2021y14h46m
12404,web,p1,temporal,horizontal,0.71,0.7,2021-10-07_17h39
12405,web,p1,temporal,horizontal,0.71,0.6,2021-10-07_18h09
12406,web,p1,temporal,horizontal,0.71,0.8,2021-10-07_18h46
12407,web,p1,temporal,horizontal,0.71,0.6,2021-10-07_19h00
12408,web,p1,temporal,horizontal,0.71,0.4,2021-10-07_19h30
12409,web,p1,temporal,horizontal,1.43,1.0,2021-10-07_17h39
12410,web,p1,temporal,horizontal,1.43,0.8,2021-10-07_18h09
12411,web,p1,temporal,horizontal,1.43,1.0,2021-10-07_18h46
12412,web,p1,temporal,horizontal,1.43,0.9,2021-10-07_19h00
12413,web,p1,temporal,horizontal,1.43,0.8,2021-10-07_19h30
12414,web,p1,temporal,horizontal,2.14,1.0,2021-10-07_17h39
12415,web,p1,temporal,horizontal,2.14,0.9,2021-10-07_18h09
12416,web,p1,temporal,horizontal,2.14,1.0,2021-10-07_18h46
12417,web,p1,temporal,horizontal,2.14,0.9,2021-10-07_19h00
12418,web,p1,temporal,horizontal,2.14,0.9,2021-10-07_19h30
12419,web,p1,temporal,horizontal,2.86,1.0,2021-10-07_17h39
12420,web,p1,temporal,horizontal,2.86,1.0,2021-10-07_18h09
12421,web,p1,temporal,horizontal,2.86,1.0,2021-10-07_18h46
12422,web,p1,temporal,horizontal,2.86,1.0,2021-10-07_19h00
12423,web,p1,temporal,horizontal,2.86,0.9,2021-10-07_19h30
12424,web,p1,temporal,horizontal,3.57,1.0,2021-10-07_17h39
12425,web,p1,temporal,horizontal,3.57,0.9,2021-10-07_18h09
12426,web,p1,temporal,horizontal,3.57,0.9,2021-10-07_18h46
12427,web,p1,temporal,horizontal,3.57,1.0,2021-10-07_19h00
12428,web,p1,temporal,horizontal,3.57,1.0,2021-10-07_19h30
12429,web,p1,temporal,horizontal,4.29,0.9,2021-10-07_17h39
12430,web,p1,temporal,horizontal,4.29,1.0,2021-10-07_18h09
12431,web,p1,temporal,horizontal,4.29,1.0,2021-10-07_18h46
12432,web,p1,temporal,horizontal,4.29,1.0,2021-10-07_19h00
12433,web,p1,temporal,horizontal,4.29,1.0,2021-10-07_19h30
12434,web,p1,temporal,horizontal,5.0,1.0,2021-10-07_17h39
12435,web,p1,temporal,horizontal,5.0,1.0,2021-10-07_18h09
12436,web,p1,temporal,horizontal,5.0,1.0,2021-10-07_18h46
12437,web,p1,temporal,horizontal,5.0,1.0,2021-10-07_19h00
12438,web,p1,temporal,horizontal,5.0,1.0,2021-10-07_19h30
12439,web,p1,temporal,vertical,0.71,0.9,2021-10-07_17h43
12440,web,p1,temporal,vertical,0.71,0.7,2021-10-07_18h16
12441,web,p1,temporal,vertical,0.71,0.8,2021-10-07_18h42
12442,web,p1,temporal,vertical,0.71,0.5,2021-10-07_19h08
12443,web,p1,temporal,vertical,0.71,0.5,2021-10-07_19h22
12444,web,p1,temporal,vertical,1.43,1.0,2021-10-07_17h43
12445,web,p1,temporal,vertical,1.43,0.8,2021-10-07_18h16
12446,web,p1,temporal,vertical,1.43,1.0,2021-10-07_18h42
12447,web,p1,temporal,vertical,1.43,0.9,2021-10-07_19h08
12448,web,p1,temporal,vertical,1.43,0.9,2021-10-07_19h22
12449,web,p1,temporal,vertical,2.14,1.0,2021-10-07_17h43
12450,web,p1,temporal,vertical,2.14,1.0,2021-10-07_18h16
12451,web,p1,temporal,vertical,2.14,0.8,2021-10-07_18h42
12452,web,p1,temporal,vertical,2.14,0.9,2021-10-07_19h08
12453,web,p1,temporal,vertical,2.14,0.9,2021-10-07_19h22
12454,web,p1,temporal,vertical,2.86,1.0,2021-10-07_17h43
12455,web,p1,temporal,vertical,2.86,1.0,2021-10-07_18h16
12456,web,p1,temporal,vertical,2.86,1.0,2021-10-07_18h42
12457,web,p1,temporal,vertical,2.86,1.0,2021-10-07_19h08
12458,web,p1,temporal,vertical,2.86,0.9,2021-10-07_19h22
12459,web,p1,temporal,vertical,3.57,0.9,2021-10-07_17h43
12460,web,p1,temporal,vertical,3.57,1.0,2021-10-07_18h16
12461,web,p1,temporal,vertical,3.57,0.9,2021-10-07_18h42
12462,web,p1,temporal,vertical,3.57,1.0,2021-10-07_19h08
12463,web,p1,temporal,vertical,3.57,0.9,2021-10-07_19h22
12464,web,p1,temporal,vertical,4.29,1.0,2021-10-07_17h43
12465,web,p1,temporal,vertical,4.29,1.0,2021-10-07_18h16
12466,web,p1,temporal,vertical,4.29,1.0,2021-10-07_18h42
12467,web,p1,temporal,vertical,4.29,0.9,2021-10-07_19h08
12468,web,p1,temporal,vertical,4.29,0.9,2021-10-07_19h22
12469,web,p1,temporal,vertical,5.0,0.9,2021-10-07_17h43
12470,web,p1,temporal,vertical,5.0,1.0,2021-10-07_18h16
12471,web,p1,temporal,vertical,5.0,1.0,2021-10-07_18h42
12472,web,p1,temporal,vertical,5.0,1.0,2021-10-07_19h08
12473,web,p1,temporal,vertical,5.0,1.0,2021-10-07_19h22
12474,web,p1,temporal,minus45,10.71,1.0,2021-10-07_18h00
12475,web,p1,temporal,minus45,10.71,1.0,2021-10-07_18h13
12476,web,p1,temporal,minus45,10.71,0.9,2021-10-07_18h33
12477,web,p1,temporal,minus45,10.71,0.8,2021-10-07_18h57
12478,web,p1,temporal,minus45,10.71,0.9,2021-10-07_19h18
12479,web,p1,temporal,minus45,14.29,1.0,2021-10-07_18h00
12480,web,p1,temporal,minus45,14.29,0.9,2021-10-07_18h13
12481,web,p1,temporal,minus45,14.29,1.0,2021-10-07_18h33
12482,web,p1,temporal,minus45,14.29,1.0,2021-10-07_18h57
12483,web,p1,temporal,minus45,14.29,0.9,2021-10-07_19h18
12484,web,p1,temporal,minus45,17.86,1.0,2021-10-07_18h00
12485,web,p1,temporal,minus45,17.86,0.9,2021-10-07_18h13
12486,web,p1,temporal,minus45,17.86,0.9,2021-10-07_18h33
12487,web,p1,temporal,minus45,17.86,0.9,2021-10-07_18h57
12488,web,p1,temporal,minus45,17.86,1.0,2021-10-07_19h18
12489,web,p1,temporal,minus45,21.43,1.0,2021-10-07_18h00
12490,web,p1,temporal,minus45,21.43,0.9,2021-10-07_18h13
12491,web,p1,temporal,minus45,21.43,0.9,2021-10-07_18h33
12492,web,p1,temporal,minus45,21.43,0.9,2021-10-07_18h57
12493,web,p1,temporal,minus45,21.43,1.0,2021-10-07_19h18
12494,web,p1,temporal,minus45,25.0,1.0,2021-10-07_18h00
12495,web,p1,temporal,minus45,25.0,1.0,2021-10-07_18h13
12496,web,p1,temporal,minus45,25.0,0.9,2021-10-07_18h33
12497,web,p1,temporal,minus45,25.0,1.0,2021-10-07_18h57
12498,web,p1,temporal,minus45,25.0,1.0,2021-10-07_19h18
12499,web,p1,temporal,minus45,3.57,0.8,2021-10-07_18h00
12500,web,p1,temporal,minus45,3.57,0.6,2021-10-07_18h13
12501,web,p1,temporal,minus45,3.57,0.4,2021-10-07_18h33
12502,web,p1,temporal,minus45,3.57,0.4,2021-10-07_18h57
12503,web,p1,temporal,minus45,3.57,0.3,2021-10-07_19h18
12504,web,p1,temporal,minus45,7.14,0.8,2021-10-07_18h00
12505,web,p1,temporal,minus45,7.14,1.0,2021-10-07_18h13
12506,web,p1,temporal,minus45,7.14,0.9,2021-10-07_18h33
12507,web,p1,temporal,minus45,7.14,0.6,2021-10-07_18h57
12508,web,p1,temporal,minus45,7.14,0.9,2021-10-07_19h18
12509,web,p1,temporal,plus45,10.71,0.9,2021-10-07_17h47
12510,web,p1,temporal,plus45,10.71,1.0,2021-10-07_18h05
12511,web,p1,temporal,plus45,10.71,0.8,2021-10-07_18h37
12512,web,p1,temporal,plus45,10.71,1.0,2021-10-07_18h54
12513,web,p1,temporal,plus45,10.71,0.7,2021-10-07_19h15
12514,web,p1,temporal,plus45,14.29,1.0,2021-10-07_17h47
12515,web,p1,temporal,plus45,14.29,1.0,2021-10-07_18h05
12516,web,p1,temporal,plus45,14.29,0.9,2021-10-07_18h37
12517,web,p1,temporal,plus45,14.29,1.0,2021-10-07_18h54
12518,web,p1,temporal,plus45,14.29,1.0,2021-10-07_19h15
12519,web,p1,temporal,plus45,17.86,0.7,2021-10-07_17h47
12520,web,p1,temporal,plus45,17.86,0.9,2021-10-07_18h05
12521,web,p1,temporal,plus45,17.86,1.0,2021-10-07_18h37
12522,web,p1,temporal,plus45,17.86,1.0,2021-10-07_18h54
12523,web,p1,temporal,plus45,17.86,1.0,2021-10-07_19h15
12524,web,p1,temporal,plus45,21.43,1.0,2021-10-07_17h47
12525,web,p1,temporal,plus45,21.43,1.0,2021-10-07_18h05
12526,web,p1,temporal,plus45,21.43,1.0,2021-10-07_18h37
12527,web,p1,temporal,plus45,21.43,1.0,2021-10-07_18h54
12528,web,p1,temporal,plus45,21.43,1.0,2021-10-07_19h15
12529,web,p1,temporal,plus45,25.0,0.9,2021-10-07_17h47
12530,web,p1,temporal,plus45,25.0,1.0,2021-10-07_18h05
12531,web,p1,temporal,plus45,25.0,1.0,2021-10-07_18h37
12532,web,p1,temporal,plus45,25.0,1.0,2021-10-07_18h54
12533,web,p1,temporal,plus45,25.0,0.8,2021-10-07_19h15
12534,web,p1,temporal,plus45,3.57,0.6,2021-10-07_17h47
12535,web,p1,temporal,plus45,3.57,0.5,2021-10-07_18h05
12536,web,p1,temporal,plus45,3.57,0.6,2021-10-07_18h37
12537,web,p1,temporal,plus45,3.57,0.5,2021-10-07_18h54
12538,web,p1,temporal,plus45,3.57,0.6,2021-10-07_19h15
12539,web,p1,temporal,plus45,7.14,0.8,2021-10-07_17h47
12540,web,p1,temporal,plus45,7.14,0.6,2021-10-07_18h05
12541,web,p1,temporal,plus45,7.14,0.7,2021-10-07_18h37
12542,web,p1,temporal,plus45,7.14,1.0,2021-10-07_18h54
12543,web,p1,temporal,plus45,7.14,0.4,2021-10-07_19h15
12544,web,p1,temporal,cardinal,0.71,0.7,2021-10-07_17h39
12545,web,p1,temporal,cardinal,0.71,0.6,2021-10-07_18h09
12546,web,p1,temporal,cardinal,0.71,0.8,2021-10-07_18h46
12547,web,p1,temporal,cardinal,0.71,0.6,2021-10-07_19h00
12548,web,p1,temporal,cardinal,0.71,0.4,2021-10-07_19h30
12549,web,p1,temporal,cardinal,0.71,0.9,2021-10-07_17h43
12550,web,p1,temporal,cardinal,0.71,0.7,2021-10-07_18h16
12551,web,p1,temporal,cardinal,0.71,0.8,2021-10-07_18h42
12552,web,p1,temporal,cardinal,0.71,0.5,2021-10-07_19h08
12553,web,p1,temporal,cardinal,0.71,0.5,2021-10-07_19h22
12554,web,p1,temporal,cardinal,1.43,1.0,2021-10-07_17h39
12555,web,p1,temporal,cardinal,1.43,0.8,2021-10-07_18h09
12556,web,p1,temporal,cardinal,1.43,1.0,2021-10-07_18h46
12557,web,p1,temporal,cardinal,1.43,0.9,2021-10-07_19h00
12558,web,p1,temporal,cardinal,1.43,0.8,2021-10-07_19h30
12559,web,p1,temporal,cardinal,1.43,1.0,2021-10-07_17h43
12560,web,p1,temporal,cardinal,1.43,0.8,2021-10-07_18h16
12561,web,p1,temporal,cardinal,1.43,1.0,2021-10-07_18h42
12562,web,p1,temporal,cardinal,1.43,0.9,2021-10-07_19h08
12563,web,p1,temporal,cardinal,1.43,0.9,2021-10-07_19h22
12564,web,p1,temporal,cardinal,2.14,1.0,2021-10-07_17h39
12565,web,p1,temporal,cardinal,2.14,0.9,2021-10-07_18h09
12566,web,p1,temporal,cardinal,2.14,1.0,2021-10-07_18h46
12567,web,p1,temporal,cardinal,2.14,0.9,2021-10-07_19h00
12568,web,p1,temporal,cardinal,2.14,0.9,2021-10-07_19h30
12569,web,p1,temporal,cardinal,2.14,1.0,2021-10-07_17h43
12570,web,p1,temporal,cardinal,2.14,1.0,2021-10-07_18h16
12571,web,p1,temporal,cardinal,2.14,0.8,2021-10-07_18h42
12572,web,p1,temporal,cardinal,2.14,0.9,2021-10-07_19h08
12573,web,p1,temporal,cardinal,2.14,0.9,2021-10-07_19h22
12574,web,p1,temporal,cardinal,2.86,1.0,2021-10-07_17h39
12575,web,p1,temporal,cardinal,2.86,1.0,2021-10-07_18h09
12576,web,p1,temporal,cardinal,2.86,1.0,2021-10-07_18h46
12577,web,p1,temporal,cardinal,2.86,1.0,2021-10-07_19h00
12578,web,p1,temporal,cardinal,2.86,0.9,2021-10-07_19h30
12579,web,p1,temporal,cardinal,2.86,1.0,2021-10-07_17h43
12580,web,p1,temporal,cardinal,2.86,1.0,2021-10-07_18h16
12581,web,p1,temporal,cardinal,2.86,1.0,2021-10-07_18h42
12582,web,p1,temporal,cardinal,2.86,1.0,2021-10-07_19h08
12583,web,p1,temporal,cardinal,2.86,0.9,2021-10-07_19h22
12584,web,p1,temporal,cardinal,3.57,1.0,2021-10-07_17h39
12585,web,p1,temporal,cardinal,3.57,0.9,2021-10-07_18h09
12586,web,p1,temporal,cardinal,3.57,0.9,2021-10-07_18h46
12587,web,p1,temporal,cardinal,3.57,1.0,2021-10-07_19h00
12588,web,p1,temporal,cardinal,3.57,1.0,2021-10-07_19h30
12589,web,p1,temporal,cardinal,3.57,0.9,2021-10-07_17h43
12590,web,p1,temporal,cardinal,3.57,1.0,2021-10-07_18h16
12591,web,p1,temporal,cardinal,3.57,0.9,2021-10-07_18h42
12592,web,p1,temporal,cardinal,3.57,1.0,2021-10-07_19h08
12593,web,p1,temporal,cardinal,3.57,0.9,2021-10-07_19h22
12594,web,p1,temporal,cardinal,4.29,0.9,2021-10-07_17h39
12595,web,p1,temporal,cardinal,4.29,1.0,2021-10-07_18h09
12596,web,p1,temporal,cardinal,4.29,1.0,2021-10-07_18h46
12597,web,p1,temporal,cardinal,4.29,1.0,2021-10-07_19h00
12598,web,p1,temporal,cardinal,4.29,1.0,2021-10-07_19h30
12599,web,p1,temporal,cardinal,4.29,1.0,2021-10-07_17h43
12600,web,p1,temporal,cardinal,4.29,1.0,2021-10-07_18h16
12601,web,p1,temporal,cardinal,4.29,1.0,2021-10-07_18h42
12602,web,p1,temporal,cardinal,4.29,0.9,2021-10-07_19h08
12603,web,p1,temporal,cardinal,4.29,0.9,2021-10-07_19h22
12604,web,p1,temporal,cardinal,5.0,1.0,2021-10-07_17h39
12605,web,p1,temporal,cardinal,5.0,1.0,2021-10-07_18h09
12606,web,p1,temporal,cardinal,5.0,1.0,2021-10-07_18h46
12607,web,p1,temporal,cardinal,5.0,1.0,2021-10-07_19h00
12608,web,p1,temporal,cardinal,5.0,1.0,2021-10-07_19h30
12609,web,p1,temporal,cardinal,5.0,0.9,2021-10-07_17h43
12610,web,p1,temporal,cardinal,5.0,1.0,2021-10-07_18h16
12611,web,p1,temporal,cardinal,5.0,1.0,2021-10-07_18h42
12612,web,p1,temporal,cardinal,5.0,1.0,2021-10-07_19h08
12613,web,p1,temporal,cardinal,5.0,1.0,2021-10-07_19h22
12614,web,p1,temporal,oblique,10.71,1.0,2021-10-07_18h00
12615,web,p1,temporal,oblique,10.71,1.0,2021-10-07_18h13
12616,web,p1,temporal,oblique,10.71,0.9,2021-10-07_18h33
